flight_id,tail_id,client_id,actions
FL2171,TAIL1068,AL4,reset_seat;partial_lighting;reset_galley;reset_panel
FL2172,TAIL1068,AL4,reset_seat;reset_galley;reset_panel;partial_water_waste
FL2173,TAIL1068,AL4,partial_lighting;reset_galley;reset_panel;reset_water_waste
FL2174,TAIL1068,AL4,reset_seat;reset_lighting;reset_panel
FL2182,TAIL1068,AL4,reset_seat;reset_galley;partial_water_waste
FL2185,TAIL1069,AL1,reset_seat;reset_lighting;reset_water_waste
FL2186,TAIL1069,AL1,reset_lighting;reset_galley;reset_panel
FL2192,TAIL1069,AL1,reset_seat;partial_galley;partial_panel;reset_water_waste
FL2193,TAIL1070,AL3,reset_seat;partial_lighting;partial_galley
FL2194,TAIL1070,AL3,reset_seat;reset_lighting;reset_galley
FL2195,TAIL1070,AL3,reset_seat;reset_lighting;partial_panel;reset_water_waste
FL2197,TAIL1070,AL3,reset_seat;reset_lighting;partial_galley;reset_water_waste
FL2198,TAIL1070,AL3,reset_seat;partial_lighting;partial_galley;reset_panel;partial_water_waste
FL2202,TAIL1070,AL3,partial_seat;reset_panel;reset_water_waste
FL2203,TAIL1070,AL3,partial_seat;partial_galley;partial_panel;reset_water_waste
FL2204,TAIL1070,AL3,partial_seat;partial_lighting
FL2210,TAIL1070,AL3,partial_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL2212,TAIL1071,AL4,reset_seat;partial_lighting;reset_galley;partial_panel;reset_water_waste;latent_resolved_water_waste
FL2213,TAIL1071,AL4,reset_seat;partial_galley;partial_panel;reset_water_waste
FL2214,TAIL1071,AL4,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL2219,TAIL1071,AL4,reset_lighting;reset_galley;reset_panel;partial_water_waste
FL2225,TAIL1071,AL4,partial_seat;partial_lighting;reset_panel;reset_water_waste
FL2226,TAIL1072,AL2,reset_seat;reset_panel;partial_water_waste
FL2227,TAIL1072,AL2,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL2231,TAIL1072,AL2,reset_seat;reset_panel;partial_water_waste
FL2233,TAIL1072,AL2,reset_seat;partial_panel
FL2234,TAIL1072,AL2,reset_seat;partial_lighting;reset_galley;reset_panel;partial_water_waste
FL2238,TAIL1072,AL2,reset_lighting;reset_galley;partial_panel;reset_water_waste
FL2243,TAIL1073,AL4,partial_seat;partial_lighting;reset_galley;latent_resolved_galley
FL2244,TAIL1073,AL4,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2248,TAIL1073,AL4,partial_seat;partial_lighting;reset_galley;partial_panel
FL2251,TAIL1073,AL4,partial_seat;reset_lighting;partial_galley;partial_panel
FL2255,TAIL1074,AL2,reset_seat;reset_galley;partial_panel;reset_water_waste
FL2256,TAIL1074,AL2,reset_galley;partial_panel
FL2257,TAIL1074,AL2,reset_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL2258,TAIL1074,AL2,reset_lighting;reset_panel
FL2263,TAIL1074,AL2,partial_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL2268,TAIL1074,AL2,reset_seat;reset_lighting;partial_galley;reset_panel
FL2270,TAIL1074,AL2,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL2276,TAIL1075,AL2,reset_lighting;reset_galley;reset_panel;partial_water_waste
FL2277,TAIL1075,AL2,reset_lighting;reset_panel;reset_water_waste
FL2279,TAIL1075,AL2,reset_lighting;reset_galley;partial_panel;partial_water_waste
FL2288,TAIL1076,AL4,reset_galley;partial_panel;partial_water_waste;latent_resolved_water_waste
FL2289,TAIL1076,AL4,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL2298,TAIL1076,AL4,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2300,TAIL1077,AL4,reset_seat;reset_lighting;partial_galley;reset_water_waste
FL2301,TAIL1077,AL4,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2312,TAIL1077,AL4,partial_lighting;partial_galley;reset_panel;reset_water_waste
FL2319,TAIL1077,AL4,partial_seat;partial_lighting;reset_panel;reset_water_waste
FL2322,TAIL1078,AL4,partial_lighting;reset_galley;reset_water_waste
FL2323,TAIL1078,AL4,partial_seat;reset_galley;partial_panel
FL2324,TAIL1078,AL4,reset_galley;partial_panel;reset_water_waste
FL2325,TAIL1078,AL4,partial_seat;reset_galley
FL2326,TAIL1078,AL4,reset_water_waste
FL2327,TAIL1078,AL4,reset_lighting;reset_galley;partial_water_waste
FL2332,TAIL1078,AL4,reset_lighting;reset_galley;reset_panel
FL2336,TAIL1078,AL4,reset_seat;reset_lighting;partial_galley;partial_panel
FL2339,TAIL1078,AL4,reset_seat;reset_galley;partial_water_waste
FL2343,TAIL1078,AL4,partial_seat;partial_lighting;reset_galley
FL2344,TAIL1078,AL4,reset_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL2347,TAIL1079,AL1,partial_seat;latent_resolved_seat;partial_lighting;partial_galley;partial_water_waste
FL2348,TAIL1079,AL1,reset_seat;reset_galley;reset_panel;reset_water_waste
FL2351,TAIL1079,AL1,reset_seat;partial_lighting;reset_galley;partial_panel;reset_water_waste
FL2355,TAIL1079,AL1,partial_seat;reset_lighting;partial_panel;reset_water_waste
FL2361,TAIL1079,AL1,partial_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL2365,TAIL1080,AL1,reset_galley;reset_panel;reset_water_waste
FL2366,TAIL1080,AL1,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL2374,TAIL1080,AL1,reset_seat;partial_panel;partial_water_waste
FL2375,TAIL1080,AL1,reset_lighting;partial_panel;reset_water_waste
FL2383,TAIL1081,AL2,partial_seat;reset_lighting;partial_panel;reset_water_waste
FL2384,TAIL1081,AL2,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2386,TAIL1081,AL2,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL2392,TAIL1081,AL2,reset_lighting;reset_galley;partial_panel;reset_water_waste
FL2395,TAIL1081,AL2,reset_seat;reset_lighting;reset_panel
FL2403,TAIL1082,AL4,reset_seat;reset_lighting;reset_galley;partial_water_waste
FL2404,TAIL1082,AL4,reset_seat;reset_galley;reset_panel;partial_water_waste
FL2405,TAIL1082,AL4,reset_seat;reset_galley;reset_panel;reset_water_waste
FL2409,TAIL1082,AL4,reset_lighting;reset_galley;reset_panel
FL2418,TAIL1082,AL4,partial_seat;reset_lighting;reset_galley;reset_water_waste
FL2424,TAIL1083,AL2,reset_seat;reset_lighting;partial_galley;reset_panel
FL2425,TAIL1083,AL2,reset_lighting;partial_galley;partial_panel
FL2427,TAIL1083,AL2,partial_seat;partial_lighting;partial_panel
FL2428,TAIL1083,AL2,partial_galley;reset_panel
FL2430,TAIL1083,AL2,reset_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL2436,TAIL1084,AL1,reset_galley;reset_water_waste
FL2437,TAIL1084,AL1,reset_galley;partial_panel;partial_water_waste
FL2438,TAIL1084,AL1,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2444,TAIL1084,AL1,reset_seat;reset_lighting;reset_panel
FL2447,TAIL1084,AL1,partial_seat;partial_galley;reset_panel
FL2448,TAIL1084,AL1,reset_seat;partial_lighting;reset_panel;reset_water_waste
FL2460,TAIL1085,AL3,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL2461,TAIL1085,AL3,reset_lighting;reset_galley;reset_water_waste
FL2462,TAIL1085,AL3,partial_lighting;reset_galley
FL2463,TAIL1085,AL3,reset_seat;reset_panel;reset_water_waste
FL2465,TAIL1085,AL3,reset_seat;reset_lighting;partial_galley
FL2467,TAIL1085,AL3,partial_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL2473,TAIL1085,AL3,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL2476,TAIL1085,AL3,partial_lighting;reset_galley;partial_panel;partial_water_waste
FL2479,TAIL1085,AL3,partial_seat;partial_lighting;partial_panel;reset_water_waste
FL2480,TAIL1085,AL3,reset_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL2483,TAIL1086,AL3,reset_lighting;partial_galley;reset_panel;reset_water_waste
FL2484,TAIL1086,AL3,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2486,TAIL1086,AL3,partial_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL2488,TAIL1086,AL3,reset_seat;partial_lighting;reset_galley;reset_panel;partial_water_waste
FL2491,TAIL1086,AL3,partial_seat;partial_lighting;partial_galley;reset_panel
FL2494,TAIL1086,AL3,reset_seat;partial_lighting;reset_panel
FL2497,TAIL1086,AL3,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2501,TAIL1086,AL3,partial_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL2502,TAIL1087,AL3,partial_seat;reset_galley;partial_panel;reset_water_waste
FL2503,TAIL1087,AL3,reset_seat;partial_lighting;reset_panel
FL2504,TAIL1087,AL3,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL2508,TAIL1087,AL3,reset_seat;partial_lighting;reset_galley;partial_panel;reset_water_waste
FL2510,TAIL1087,AL3,reset_seat;partial_galley;reset_water_waste
FL2511,TAIL1087,AL3,reset_seat;partial_galley;partial_panel
FL2512,TAIL1087,AL3,reset_seat;reset_lighting;partial_galley;reset_panel;partial_water_waste
FL2516,TAIL1088,AL4,reset_seat;reset_lighting;reset_water_waste
FL2517,TAIL1088,AL4,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL2518,TAIL1088,AL4,reset_seat;reset_galley;partial_water_waste
FL2519,TAIL1088,AL4,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL2534,TAIL1089,AL4,reset_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL2535,TAIL1089,AL4,partial_lighting;reset_panel
FL2536,TAIL1089,AL4,partial_lighting;reset_galley;reset_panel;partial_water_waste
FL2545,TAIL1089,AL4,partial_panel
FL2546,TAIL1089,AL4,partial_seat;reset_galley;partial_water_waste
FL2548,TAIL1089,AL4,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2554,TAIL1089,AL4,partial_galley;reset_panel;reset_water_waste
FL2560,TAIL1090,AL1,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2573,TAIL1090,AL1,partial_lighting;reset_galley;partial_water_waste
FL2576,TAIL1091,AL1,partial_seat;reset_lighting;reset_panel;reset_water_waste
FL2577,TAIL1091,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL2589,TAIL1091,AL1,reset_lighting;partial_panel;partial_water_waste
FL2592,TAIL1091,AL1,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL2595,TAIL1092,AL1,partial_seat;partial_lighting;reset_galley;partial_water_waste
FL2596,TAIL1092,AL1,reset_lighting;reset_galley;reset_panel;latent_resolved_panel;reset_water_waste
FL2604,TAIL1092,AL1,reset_lighting;reset_water_waste
FL2605,TAIL1092,AL1,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL2613,TAIL1092,AL1,reset_seat;reset_galley;reset_panel;partial_water_waste
FL2616,TAIL1093,AL3,reset_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL2617,TAIL1093,AL3,reset_seat;partial_lighting;partial_panel
FL2618,TAIL1093,AL3,partial_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL2622,TAIL1093,AL3,reset_seat;reset_galley;reset_water_waste
FL2623,TAIL1093,AL3,reset_seat;partial_galley;reset_panel;partial_water_waste
FL2625,TAIL1093,AL3,reset_seat;reset_lighting;partial_panel;reset_water_waste
FL2633,TAIL1093,AL3,reset_lighting;reset_galley
FL2636,TAIL1093,AL3,reset_seat;partial_lighting
FL2637,TAIL1093,AL3,partial_seat;reset_lighting;reset_galley;reset_water_waste
FL2638,TAIL1094,AL1,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2639,TAIL1094,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL2651,TAIL1095,AL1,reset_lighting;reset_galley;reset_water_waste
FL2652,TAIL1095,AL1,partial_seat;partial_water_waste
FL2653,TAIL1095,AL1,partial_seat;partial_galley;partial_panel;partial_water_waste
FL2654,TAIL1095,AL1,partial_galley;partial_panel;reset_water_waste
FL2655,TAIL1095,AL1,reset_seat;partial_lighting;partial_galley;reset_panel;partial_water_waste
FL2659,TAIL1095,AL1,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL2660,TAIL1096,AL4,reset_seat;latent_resolved_seat;partial_lighting;reset_panel;reset_water_waste
FL2661,TAIL1096,AL4,partial_galley;reset_water_waste
FL2662,TAIL1096,AL4,reset_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL2666,TAIL1096,AL4,partial_seat;reset_galley;partial_panel;partial_water_waste
FL2670,TAIL1097,AL1,reset_seat;reset_galley;partial_water_waste
FL2671,TAIL1097,AL1,reset_seat;reset_lighting;reset_water_waste
FL2672,TAIL1097,AL1,reset_seat;reset_lighting;partial_water_waste
FL2673,TAIL1097,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL2676,TAIL1097,AL1,reset_seat;partial_lighting;reset_panel;reset_water_waste
FL2680,TAIL1097,AL1,reset_lighting;reset_galley;reset_panel
FL2683,TAIL1097,AL1,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2687,TAIL1098,AL4,partial_seat;reset_galley
FL2688,TAIL1098,AL4,reset_seat;partial_lighting;reset_water_waste
FL2689,TAIL1098,AL4,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2699,TAIL1098,AL4,partial_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL2700,TAIL1099,AL1,reset_seat;partial_lighting;partial_galley;partial_panel;partial_water_waste
FL2701,TAIL1099,AL1,reset_seat;reset_lighting;partial_panel;partial_water_waste
FL2702,TAIL1099,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL2713,TAIL1099,AL1,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL2717,TAIL1099,AL1,reset_seat;reset_galley;reset_panel;partial_water_waste
FL2720,TAIL1100,AL4,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL2727,TAIL1100,AL4,partial_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL2737,TAIL1101,AL1,reset_seat;reset_lighting;reset_panel
FL2738,TAIL1101,AL1,partial_seat;partial_galley;partial_panel;partial_water_waste
FL2739,TAIL1101,AL1,partial_seat;reset_galley;partial_water_waste
FL2754,TAIL1101,AL1,reset_seat;reset_lighting
FL2756,TAIL1101,AL1,reset_seat;partial_lighting;partial_galley;partial_water_waste
FL2762,TAIL1102,AL3,reset_lighting;reset_galley;partial_panel;reset_water_waste
FL2763,TAIL1102,AL3,reset_lighting;partial_galley;partial_panel;reset_water_waste
FL2764,TAIL1102,AL3,reset_seat;reset_lighting;reset_galley;partial_panel
FL2767,TAIL1102,AL3,partial_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL2775,TAIL1102,AL3,reset_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL2778,TAIL1102,AL3,reset_seat;partial_lighting;reset_galley;partial_water_waste
FL2783,TAIL1102,AL3,partial_seat;reset_lighting;reset_panel;reset_water_waste
FL2786,TAIL1103,AL3,partial_lighting;reset_galley;reset_panel;reset_water_waste
FL2787,TAIL1103,AL3,partial_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL2788,TAIL1103,AL3,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL2794,TAIL1103,AL3,partial_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL2798,TAIL1103,AL3,reset_lighting;partial_panel;reset_water_waste
FL2801,TAIL1103,AL3,reset_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL2804,TAIL1103,AL3,reset_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL2806,TAIL1103,AL3,reset_seat;reset_lighting;reset_galley;partial_panel
FL2807,TAIL1104,AL4,reset_seat;reset_lighting;reset_panel
FL2808,TAIL1104,AL4,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL2811,TAIL1104,AL4,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2815,TAIL1104,AL4,reset_seat;partial_lighting;reset_panel;reset_water_waste
FL2820,TAIL1104,AL4,reset_lighting;reset_galley;partial_panel;reset_water_waste
FL2824,TAIL1104,AL4,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2825,TAIL1105,AL1,reset_galley;partial_water_waste
FL2826,TAIL1105,AL1,partial_seat;partial_lighting;partial_galley;partial_water_waste
FL2827,TAIL1105,AL1,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2828,TAIL1105,AL1,reset_seat;reset_lighting;reset_water_waste
FL2835,TAIL1105,AL1,reset_seat;reset_galley;partial_water_waste
FL2839,TAIL1106,AL3,reset_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL2840,TAIL1106,AL3,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2846,TAIL1106,AL3,reset_seat;reset_lighting;reset_galley
FL2848,TAIL1106,AL3,partial_lighting;partial_galley;reset_panel;reset_water_waste
FL2852,TAIL1107,AL4,reset_seat;partial_lighting;reset_galley
FL2853,TAIL1107,AL4,reset_seat;partial_lighting;reset_galley;partial_panel
FL2854,TAIL1107,AL4,reset_seat;reset_lighting;reset_galley;partial_panel
FL2855,TAIL1107,AL4,reset_galley;partial_panel
FL2856,TAIL1107,AL4,reset_seat;reset_lighting;partial_panel;partial_water_waste
FL2870,TAIL1108,AL3,reset_galley;partial_panel;reset_water_waste
FL2871,TAIL1108,AL3,reset_seat;partial_lighting;reset_galley;reset_panel;partial_water_waste
FL2872,TAIL1108,AL3,reset_seat;reset_galley
FL2873,TAIL1108,AL3,reset_seat;reset_lighting;partial_galley;partial_panel
FL2877,TAIL1108,AL3,reset_seat;reset_lighting;partial_galley;partial_panel
FL2878,TAIL1108,AL3,reset_seat;reset_lighting;reset_panel;partial_water_waste
FL2881,TAIL1108,AL3,reset_seat;partial_lighting;partial_panel;reset_water_waste
FL2884,TAIL1109,AL1,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2899,TAIL1109,AL1,reset_seat;reset_lighting;reset_water_waste
FL2905,TAIL1110,AL2,reset_seat;reset_lighting;reset_panel;partial_water_waste
FL2906,TAIL1110,AL2,reset_lighting;reset_panel
FL2907,TAIL1110,AL2,reset_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL2908,TAIL1110,AL2,partial_lighting;partial_galley;partial_panel;reset_water_waste
FL2909,TAIL1110,AL2,reset_seat;reset_lighting;reset_galley;partial_panel
FL2913,TAIL1110,AL2,reset_seat;partial_lighting;partial_galley;partial_panel;partial_water_waste
FL2918,TAIL1110,AL2,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL2920,TAIL1110,AL2,reset_seat;partial_galley;reset_panel;reset_water_waste
FL2924,TAIL1110,AL2,reset_lighting;reset_galley;partial_panel;partial_water_waste
FL2928,TAIL1111,AL4,reset_seat;partial_lighting;reset_panel;reset_water_waste
FL2929,TAIL1111,AL4,reset_seat;reset_galley;partial_panel;reset_water_waste
FL2930,TAIL1111,AL4,reset_lighting
FL2933,TAIL1111,AL4,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL2936,TAIL1112,AL1,reset_lighting;reset_panel;reset_water_waste
FL2937,TAIL1112,AL1,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2951,TAIL1112,AL1,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2954,TAIL1113,AL2,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL2959,TAIL1113,AL2,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL2964,TAIL1113,AL2,reset_seat;reset_lighting;reset_galley;partial_water_waste
FL2967,TAIL1113,AL2,partial_lighting;reset_galley;reset_water_waste
FL2968,TAIL1113,AL2,reset_lighting;reset_galley;partial_water_waste
FL2971,TAIL1113,AL2,partial_seat;reset_galley;reset_panel;partial_water_waste
FL2974,TAIL1113,AL2,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL2976,TAIL1114,AL3,partial_lighting;reset_galley;partial_panel
FL2977,TAIL1114,AL3,partial_lighting;reset_galley;reset_panel
FL2978,TAIL1114,AL3,partial_seat;reset_lighting
FL2979,TAIL1114,AL3,partial_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL2980,TAIL1114,AL3,partial_galley;reset_panel;reset_water_waste
FL2982,TAIL1114,AL3,reset_lighting;reset_panel
FL2983,TAIL1114,AL3,reset_seat;partial_lighting;partial_galley;reset_water_waste
FL2987,TAIL1114,AL3,partial_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL2988,TAIL1114,AL3,reset_seat;reset_lighting;partial_galley;partial_panel
FL2990,TAIL1114,AL3,partial_lighting;partial_galley;reset_panel;reset_water_waste
FL2991,TAIL1114,AL3,reset_seat;reset_lighting;partial_galley;reset_panel
FL2993,TAIL1115,AL2,reset_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL2995,TAIL1115,AL2,reset_seat;reset_galley;reset_panel;reset_water_waste
FL3005,TAIL1115,AL2,partial_seat;partial_lighting;partial_galley
FL3006,TAIL1115,AL2,reset_seat;reset_panel
FL3009,TAIL1116,AL1,reset_seat;partial_lighting;partial_panel
FL3011,TAIL1116,AL1,reset_lighting;reset_galley;partial_panel
FL3028,TAIL1116,AL1,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL3031,TAIL1117,AL1,partial_seat;reset_lighting;reset_galley;reset_water_waste
FL3032,TAIL1117,AL1,reset_galley;reset_panel
FL3039,TAIL1117,AL1,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3042,TAIL1118,AL4,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL3043,TAIL1118,AL4,partial_seat;partial_lighting;partial_galley;reset_panel
FL3048,TAIL1118,AL4,reset_galley;partial_panel;reset_water_waste
FL3050,TAIL1118,AL4,reset_seat;reset_galley;reset_panel;partial_water_waste
FL3052,TAIL1118,AL4,reset_galley;partial_panel;partial_water_waste
FL3053,TAIL1118,AL4,reset_lighting;partial_water_waste
FL3057,TAIL1118,AL4,reset_seat;reset_galley
FL3061,TAIL1118,AL4,reset_lighting;reset_panel
FL3064,TAIL1119,AL3,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3068,TAIL1119,AL3,partial_seat;partial_lighting;reset_galley;reset_panel
FL3071,TAIL1119,AL3,reset_seat;latent_resolved_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL3074,TAIL1119,AL3,reset_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL3079,TAIL1119,AL3,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3083,TAIL1119,AL3,reset_seat;reset_lighting;reset_galley;partial_panel
FL3084,TAIL1120,AL2,reset_seat;reset_galley;partial_panel;partial_water_waste
FL3085,TAIL1120,AL2,partial_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL3092,TAIL1120,AL2,partial_seat;reset_galley;reset_panel
FL3098,TAIL1120,AL2,reset_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL3102,TAIL1121,AL3,reset_seat;reset_lighting;reset_panel;partial_water_waste
FL3105,TAIL1121,AL3,partial_seat;reset_lighting;partial_galley;partial_panel
FL3106,TAIL1121,AL3,reset_seat;reset_lighting;reset_galley;partial_water_waste
FL3113,TAIL1121,AL3,partial_galley;reset_panel;reset_water_waste
FL3116,TAIL1121,AL3,partial_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL3119,TAIL1122,AL4,partial_seat;partial_lighting;partial_galley;reset_water_waste
FL3120,TAIL1122,AL4,partial_seat;partial_lighting;reset_galley;partial_panel;reset_water_waste
FL3121,TAIL1122,AL4,reset_seat;reset_panel;reset_water_waste
FL3124,TAIL1122,AL4,partial_seat;reset_lighting;reset_panel
FL3128,TAIL1122,AL4,partial_seat;reset_galley;latent_resolved_panel;reset_water_waste
FL3129,TAIL1123,AL3,reset_seat;reset_lighting;reset_galley;partial_panel;latent_resolved_panel;reset_water_waste
FL3130,TAIL1123,AL3,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL3133,TAIL1123,AL3,partial_seat;reset_lighting;reset_panel
FL3139,TAIL1123,AL3,partial_galley;reset_water_waste
FL3140,TAIL1123,AL3,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL3144,TAIL1123,AL3,partial_seat;reset_lighting;partial_panel;partial_water_waste
FL3145,TAIL1123,AL3,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL3146,TAIL1124,AL2,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3150,TAIL1124,AL2,reset_panel;reset_water_waste
FL3151,TAIL1124,AL2,reset_lighting;reset_galley;reset_water_waste
FL3153,TAIL1124,AL2,reset_panel;partial_water_waste
FL3168,TAIL1125,AL3,reset_lighting;partial_galley;latent_resolved_galley;partial_panel;reset_water_waste
FL3169,TAIL1125,AL3,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL3170,TAIL1125,AL3,reset_seat;partial_panel;reset_water_waste
FL3171,TAIL1125,AL3,reset_seat;reset_lighting;partial_galley;reset_water_waste
FL3172,TAIL1125,AL3,reset_lighting;reset_panel;reset_water_waste
FL3173,TAIL1125,AL3,partial_lighting;reset_galley;partial_panel;reset_water_waste
FL3177,TAIL1126,AL1,reset_lighting;reset_galley;reset_panel
FL3178,TAIL1126,AL1,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3193,TAIL1126,AL1,reset_seat;reset_galley;partial_panel;reset_water_waste
FL3198,TAIL1126,AL1,reset_seat;reset_lighting;reset_galley
FL3200,TAIL1127,AL2,reset_seat;reset_lighting;partial_galley;partial_water_waste
FL3201,TAIL1127,AL2,partial_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL3202,TAIL1127,AL2,partial_seat;reset_panel
FL3205,TAIL1127,AL2,reset_seat;reset_galley;partial_panel;partial_water_waste
FL3211,TAIL1127,AL2,partial_lighting;reset_galley;reset_panel;reset_water_waste
FL3212,TAIL1128,AL4,reset_seat;partial_lighting;reset_panel;reset_water_waste
FL3213,TAIL1128,AL4,partial_seat;partial_lighting;reset_panel;reset_water_waste
FL3214,TAIL1128,AL4,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL3221,TAIL1128,AL4,partial_lighting;partial_galley;partial_water_waste
FL3223,TAIL1128,AL4,partial_galley;reset_water_waste
FL3230,TAIL1129,AL4,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL3231,TAIL1129,AL4,reset_lighting;reset_panel;partial_water_waste
FL3247,TAIL1129,AL4,reset_lighting;partial_galley;partial_panel
FL3253,TAIL1130,AL1,partial_seat;latent_resolved_seat;reset_lighting;reset_galley;partial_panel
FL3254,TAIL1130,AL1,reset_seat;partial_lighting;partial_galley;reset_panel;partial_water_waste
FL3276,TAIL1130,AL1,reset_seat;partial_lighting;reset_galley;reset_water_waste
FL3281,TAIL1131,AL2,reset_seat;partial_galley;partial_panel;partial_water_waste
FL3282,TAIL1131,AL2,reset_lighting;partial_galley;reset_panel
FL3283,TAIL1131,AL2,reset_seat;reset_galley;latent_resolved_galley;reset_panel;partial_water_waste
FL3284,TAIL1131,AL2,reset_panel
