flight_id,tail_id,client_id,split,departure
FL2440,TAIL1084,AL1,train,2025-01-05T07:13:23.004116
FL2441,TAIL1084,AL1,train,2025-01-05T12:23:42.128334
FL2442,TAIL1084,AL1,train,2025-01-05T17:04:25.302471
FL2443,TAIL1084,AL1,train,2025-01-06T02:20:58.909446
FL2444,TAIL1084,AL1,train,2025-01-06T09:22:50.697500
FL2445,TAIL1084,AL1,train,2025-01-06T17:38:19.418700
FL2446,TAIL1084,AL1,train,2025-01-06T22:58:56.889055
FL2447,TAIL1084,AL1,train,2025-01-07T03:33:50.119825
FL2448,TAIL1084,AL1,train,2025-01-07T14:31:55.457639
FL2449,TAIL1084,AL1,train,2025-01-07T18:25:51.256897
FL2450,TAIL1084,AL1,train,2025-01-08T01:11:52.633933
FL2451,TAIL1084,AL1,train,2025-01-08T05:32:30.490342
FL2452,TAIL1084,AL1,val,2025-01-08T08:35:00.764824
FL2453,TAIL1084,AL1,val,2025-01-08T12:33:47.493490
FL2454,TAIL1084,AL1,val,2025-01-08T18:49:48.803751
FL2455,TAIL1084,AL1,test,2025-01-08T23:05:09.667611
FL2456,TAIL1084,AL1,test,2025-01-09T01:16:43.643394
FL2457,TAIL1084,AL1,test,2025-01-09T13:53:12.517753
FL2458,TAIL1084,AL1,test,2025-01-10T03:18:36.676519
FL2459,TAIL1084,AL1,test,2025-01-10T09:50:23.570221
FL2460,TAIL1085,AL3,train,2025-01-04T03:00:00
FL2461,TAIL1085,AL3,train,2025-01-04T12:23:47.469091
FL2462,TAIL1085,AL3,train,2025-01-04T17:06:29.535243
FL2463,TAIL1085,AL3,train,2025-01-04T21:31:33.418209
FL2464,TAIL1085,AL3,train,2025-01-05T03:52:14.813667
FL2465,TAIL1085,AL3,train,2025-01-05T18:36:47.417458
FL2466,TAIL1085,AL3,train,2025-01-06T02:42:02.469600
FL2467,TAIL1085,AL3,train,2025-01-06T13:30:40.149661
FL2468,TAIL1085,AL3,train,2025-01-06T22:28:48.324450
FL2469,TAIL1085,AL3,train,2025-01-07T03:19:00.446507
FL2470,TAIL1085,AL3,train,2025-01-07T08:14:15.179770
FL2471,TAIL1085,AL3,train,2025-01-07T13:49:13.207132
FL2472,TAIL1085,AL3,train,2025-01-07T19:48:15.768605
FL2473,TAIL1085,AL3,train,2025-01-08T10:21:40.711724
FL2474,TAIL1085,AL3,train,2025-01-08T20:06:54.773674
FL2475,TAIL1085,AL3,train,2025-01-09T05:45:51.694005
FL2476,TAIL1085,AL3,val,2025-01-09T20:10:01.513869
FL2477,TAIL1085,AL3,val,2025-01-10T05:01:34.287240
FL2478,TAIL1085,AL3,val,2025-01-10T09:21:44.283139
FL2479,TAIL1085,AL3,test,2025-01-10T20:25:15.759803
FL2480,TAIL1085,AL3,test,2025-01-11T07:52:19.896443
FL2481,TAIL1085,AL3,test,2025-01-11T14:07:50.827106
FL2482,TAIL1085,AL3,test,2025-01-11T19:00:00.484848
FL2483,TAIL1086,AL3,train,2025-01-01T23:00:00
FL2484,TAIL1086,AL3,train,2025-01-02T11:45:00.267689
FL2485,TAIL1086,AL3,train,2025-01-02T22:05:51.213666
FL2486,TAIL1086,AL3,train,2025-01-03T07:55:14.648592
FL2487,TAIL1086,AL3,train,2025-01-03T17:56:36.724147
FL2488,TAIL1086,AL3,train,2025-01-03T23:44:19.304006
FL2489,TAIL1086,AL3,train,2025-01-04T07:51:15.173521
FL2490,TAIL1086,AL3,train,2025-01-04T22:22:13.200814
FL2491,TAIL1086,AL3,train,2025-01-05T02:42:10.974912
FL2492,TAIL1086,AL3,train,2025-01-05T09:41:58.606986
FL2493,TAIL1086,AL3,train,2025-01-05T14:19:40.012844
FL2494,TAIL1086,AL3,train,2025-01-05T18:45:19.622206
FL2495,TAIL1086,AL3,train,2025-01-05T23:17:20.943225
FL2496,TAIL1086,AL3,val,2025-01-06T04:10:38.248465
FL2497,TAIL1086,AL3,val,2025-01-06T16:46:08.688445
FL2498,TAIL1086,AL3,test,2025-01-06T22:59:08.307913
FL2499,TAIL1086,AL3,test,2025-01-07T06:33:23.205187
FL2500,TAIL1086,AL3,test,2025-01-07T16:32:17.153140
FL2501,TAIL1086,AL3,test,2025-01-08T06:17:45.463869
FL2502,TAIL1087,AL3,train,2025-01-02T19:00:00
FL2503,TAIL1087,AL3,train,2025-01-03T05:47:08.948225
FL2504,TAIL1087,AL3,train,2025-01-03T15:12:46.475335
FL2505,TAIL1087,AL3,train,2025-01-04T02:01:56.295198
FL2506,TAIL1087,AL3,train,2025-01-04T07:09:20.815016
FL2507,TAIL1087,AL3,train,2025-01-04T11:43:54.993713
FL2508,TAIL1087,AL3,train,2025-01-04T22:19:10.880763
FL2509,TAIL1087,AL3,train,2025-01-05T05:45:45.699206
FL2510,TAIL1087,AL3,train,2025-01-05T19:00:35.085424
FL2511,TAIL1087,AL3,val,2025-01-06T03:45:36.777967
FL2512,TAIL1087,AL3,val,2025-01-06T09:26:18.307410
FL2513,TAIL1087,AL3,test,2025-01-06T18:08:31.739177
FL2514,TAIL1087,AL3,test,2025-01-06T22:33:47.716723
FL2515,TAIL1087,AL3,test,2025-01-07T05:56:35.325690
FL2516,TAIL1088,AL4,train,2025-01-02T21:00:00
FL2517,TAIL1088,AL4,train,2025-01-03T03:03:09.916849
FL2518,TAIL1088,AL4,train,2025-01-03T12:27:42.539387
FL2519,TAIL1088,AL4,train,2025-01-03T16:14:06.935027
FL2520,TAIL1088,AL4,train,2025-01-04T04:24:47.121001
FL2521,TAIL1088,AL4,train,2025-01-04T15:13:41.763926
FL2522,TAIL1088,AL4,train,2025-01-04T19:23:50.265130
FL2523,TAIL1088,AL4,train,2025-01-05T03:00:26.506298
FL2524,TAIL1088,AL4,train,2025-01-05T09:20:16.783381
FL2525,TAIL1088,AL4,train,2025-01-05T15:06:08.480681
FL2526,TAIL1088,AL4,train,2025-01-05T20:09:10.686864
FL2527,TAIL1088,AL4,train,2025-01-06T00:51:16.033740
FL2528,TAIL1088,AL4,val,2025-01-06T07:58:26.572753
FL2529,TAIL1088,AL4,val,2025-01-06T13:48:38.261715
FL2530,TAIL1088,AL4,test,2025-01-06T19:39:15.546905
FL2531,TAIL1088,AL4,test,2025-01-07T02:19:22.994752
FL2532,TAIL1088,AL4,test,2025-01-07T05:18:33.567051
FL2533,TAIL1088,AL4,test,2025-01-07T08:33:43.123095
FL2534,TAIL1089,AL4,train,2025-01-01T21:00:00
FL2535,TAIL1089,AL4,train,2025-01-02T03:06:03.123127
FL2536,TAIL1089,AL4,train,2025-01-02T10:37:52.968259
FL2537,TAIL1089,AL4,train,2025-01-02T16:41:36.226626
FL2538,TAIL1089,AL4,train,2025-01-02T22:15:30.670537
FL2539,TAIL1089,AL4,train,2025-01-03T01:01:25.262095
FL2540,TAIL1089,AL4,train,2025-01-03T05:41:13.854661
FL2541,TAIL1089,AL4,train,2025-01-03T10:57:44.514604
FL2542,TAIL1089,AL4,train,2025-01-03T17:11:18.791582
FL2543,TAIL1089,AL4,train,2025-01-03T19:32:08.681190
FL2544,TAIL1089,AL4,train,2025-01-03T23:23:22.691971
FL2545,TAIL1089,AL4,train,2025-01-04T04:58:38.101846
FL2546,TAIL1089,AL4,train,2025-01-04T16:01:18.782283
FL2547,TAIL1089,AL4,train,2025-01-05T01:36:43.929076
FL2548,TAIL1089,AL4,train,2025-01-05T13:27:15.111517
FL2549,TAIL1089,AL4,train,2025-01-05T18:05:09.567179
FL2550,TAIL1089,AL4,train,2025-01-06T05:20:23.224783
FL2551,TAIL1089,AL4,train,2025-01-06T13:07:23.976426
FL2552,TAIL1089,AL4,val,2025-01-06T20:15:20.783418
FL2553,TAIL1089,AL4,val,2025-01-07T02:01:19.415600
FL2554,TAIL1089,AL4,val,2025-01-07T11:29:10.388040
FL2555,TAIL1089,AL4,test,2025-01-07T16:46:13.692072
FL2556,TAIL1089,AL4,test,2025-01-07T21:20:15.596856
FL2557,TAIL1089,AL4,test,2025-01-08T07:16:06.208832
FL2558,TAIL1089,AL4,test,2025-01-08T15:15:44.794432
FL2559,TAIL1089,AL4,test,2025-01-08T22:55:48.145189
FL2560,TAIL1090,AL1,train,2025-01-02T16:00:00
FL2561,TAIL1090,AL1,train,2025-01-02T19:10:19.453000
FL2562,TAIL1090,AL1,train,2025-01-03T00:44:10.398627
FL2563,TAIL1090,AL1,train,2025-01-03T08:52:10.384129
FL2564,TAIL1090,AL1,train,2025-01-03T14:15:43.254699
FL2565,TAIL1090,AL1,train,2025-01-03T19:33:49.673760
FL2566,TAIL1090,AL1,train,2025-01-04T00:23:08.928762
FL2567,TAIL1090,AL1,train,2025-01-04T07:08:54.981206
FL2568,TAIL1090,AL1,train,2025-01-04T12:32:16.250715
FL2569,TAIL1090,AL1,train,2025-01-04T17:21:06.301868
FL2570,TAIL1090,AL1,train,2025-01-04T22:55:48.460282
FL2571,TAIL1090,AL1,val,2025-01-05T06:14:53.599376
FL2572,TAIL1090,AL1,val,2025-01-05T09:29:33.126008
FL2573,TAIL1090,AL1,test,2025-01-05T14:19:06.609535
FL2574,TAIL1090,AL1,test,2025-01-05T20:32:39.567342
FL2575,TAIL1090,AL1,test,2025-01-06T02:14:17.666418
FL2576,TAIL1091,AL1,train,2025-01-02T18:00:00
FL2577,TAIL1091,AL1,train,2025-01-03T07:04:01.308480
FL2578,TAIL1091,AL1,train,2025-01-03T09:24:55.440575
FL2579,TAIL1091,AL1,train,2025-01-03T16:16:21.076537
FL2580,TAIL1091,AL1,train,2025-01-03T23:00:10.192504
FL2581,TAIL1091,AL1,train,2025-01-04T02:05:02.530669
FL2582,TAIL1091,AL1,train,2025-01-04T04:24:43.402810
FL2583,TAIL1091,AL1,train,2025-01-04T10:14:18.666397
FL2584,TAIL1091,AL1,train,2025-01-04T13:21:24.611129
FL2585,TAIL1091,AL1,train,2025-01-04T18:26:52.892640
FL2586,TAIL1091,AL1,train,2025-01-04T23:31:15.934078
FL2587,TAIL1091,AL1,train,2025-01-05T07:21:26.226090
FL2588,TAIL1091,AL1,train,2025-01-05T12:10:41.365955
FL2589,TAIL1091,AL1,val,2025-01-05T19:57:47.107265
FL2590,TAIL1091,AL1,val,2025-01-06T03:14:41.398882
FL2591,TAIL1091,AL1,test,2025-01-06T08:54:26.831951
FL2592,TAIL1091,AL1,test,2025-01-06T20:56:22.611727
FL2593,TAIL1091,AL1,test,2025-01-07T02:49:31.261057
FL2594,TAIL1091,AL1,test,2025-01-07T09:33:52.493910
FL2595,TAIL1092,AL1,train,2025-01-04T00:00:00
FL2596,TAIL1092,AL1,train,2025-01-04T05:33:34.883661
FL2597,TAIL1092,AL1,train,2025-01-04T08:06:57.801337
FL2598,TAIL1092,AL1,train,2025-01-04T11:45:05.705471
FL2599,TAIL1092,AL1,train,2025-01-04T17:15:31.093836
FL2600,TAIL1092,AL1,train,2025-01-05T00:19:06.282736
FL2601,TAIL1092,AL1,train,2025-01-05T07:00:52.121718
FL2602,TAIL1092,AL1,train,2025-01-05T12:42:26.500654
FL2603,TAIL1092,AL1,train,2025-01-05T20:13:01.587256
FL2604,TAIL1092,AL1,train,2025-01-06T03:09:19.950397
FL2605,TAIL1092,AL1,train,2025-01-06T14:48:14.731445
FL2606,TAIL1092,AL1,train,2025-01-06T19:16:25.453371
FL2607,TAIL1092,AL1,train,2025-01-07T01:55:13.118073
FL2608,TAIL1092,AL1,train,2025-01-07T05:38:09.084275
FL2609,TAIL1092,AL1,val,2025-01-07T09:40:13.434518
FL2610,TAIL1092,AL1,val,2025-01-07T14:07:53.985412
FL2611,TAIL1092,AL1,val,2025-01-07T18:49:02.446956
FL2612,TAIL1092,AL1,test,2025-01-08T01:37:59.731418
FL2613,TAIL1092,AL1,test,2025-01-08T04:31:42.830819
FL2614,TAIL1092,AL1,test,2025-01-08T06:43:20.932983
FL2615,TAIL1092,AL1,test,2025-01-08T14:16:00.421043
FL2616,TAIL1093,AL3,train,2025-01-01T12:00:00
FL2617,TAIL1093,AL3,train,2025-01-01T15:36:28.276544
FL2618,TAIL1093,AL3,train,2025-01-01T22:36:21.804546
FL2619,TAIL1093,AL3,train,2025-01-02T07:04:59.763068
FL2620,TAIL1093,AL3,train,2025-01-02T17:03:13.198597
FL2621,TAIL1093,AL3,train,2025-01-02T21:00:49.085110
FL2622,TAIL1093,AL3,train,2025-01-03T07:30:54.014593
FL2623,TAIL1093,AL3,train,2025-01-03T19:53:41.753194
FL2624,TAIL1093,AL3,train,2025-01-04T06:56:02.218769
FL2625,TAIL1093,AL3,train,2025-01-04T21:07:12.428828
FL2626,TAIL1093,AL3,train,2025-01-05T04:55:47.230786
FL2627,TAIL1093,AL3,train,2025-01-05T12:32:36.185613
FL2628,TAIL1093,AL3,train,2025-01-05T20:07:14.079425
FL2629,TAIL1093,AL3,train,2025-01-06T06:20:21.367645
FL2630,TAIL1093,AL3,train,2025-01-06T11:51:00.894722
FL2631,TAIL1093,AL3,val,2025-01-06T19:17:00.964437
FL2632,TAIL1093,AL3,val,2025-01-07T06:12:48.707418
FL2633,TAIL1093,AL3,val,2025-01-07T16:36:47.708661
FL2634,TAIL1093,AL3,test,2025-01-08T02:01:42.813285
FL2635,TAIL1093,AL3,test,2025-01-08T05:58:02.739649
FL2636,TAIL1093,AL3,test,2025-01-08T20:48:29.903386
FL2637,TAIL1093,AL3,test,2025-01-09T03:02:38.929645
FL2638,TAIL1094,AL1,train,2025-01-01T13:00:00
FL2639,TAIL1094,AL1,train,2025-01-01T18:17:32.600000
FL2640,TAIL1094,AL1,train,2025-01-02T00:52:39.171044
FL2641,TAIL1094,AL1,train,2025-01-02T05:44:55.320734
FL2642,TAIL1094,AL1,train,2025-01-02T09:03:35.810751
FL2643,TAIL1094,AL1,train,2025-01-02T12:16:01.990677
FL2644,TAIL1094,AL1,train,2025-01-02T19:12:27.006232
FL2645,TAIL1094,AL1,train,2025-01-03T03:27:39.104167
FL2646,TAIL1094,AL1,train,2025-01-03T10:30:54.202676
FL2647,TAIL1094,AL1,val,2025-01-03T16:27:03.825144
FL2648,TAIL1094,AL1,test,2025-01-04T02:04:34.348567
FL2649,TAIL1094,AL1,test,2025-01-04T08:22:38.047452
FL2650,TAIL1094,AL1,test,2025-01-04T11:32:28.853161
FL2651,TAIL1095,AL1,train,2025-01-01T12:00:00
FL2652,TAIL1095,AL1,train,2025-01-01T17:27:37.769699
FL2653,TAIL1095,AL1,train,2025-01-02T00:20:18.822443
FL2654,TAIL1095,AL1,train,2025-01-02T06:04:02.230754
FL2655,TAIL1095,AL1,train,2025-01-02T14:28:26.369375
FL2656,TAIL1095,AL1,train,2025-01-02T19:08:05.257008
FL2657,TAIL1095,AL1,val,2025-01-03T01:20:00.582330
FL2658,TAIL1095,AL1,test,2025-01-03T06:19:05.085733
FL2659,TAIL1095,AL1,test,2025-01-03T19:57:30.138608
FL2660,TAIL1096,AL4,train,2025-01-04T05:00:00
FL2661,TAIL1096,AL4,train,2025-01-04T13:08:37.747517
FL2662,TAIL1096,AL4,train,2025-01-04T22:02:16.081923
FL2663,TAIL1096,AL4,train,2025-01-05T02:17:29.309617
FL2664,TAIL1096,AL4,train,2025-01-05T10:21:23.731561
FL2665,TAIL1096,AL4,train,2025-01-05T15:22:06.229757
FL2666,TAIL1096,AL4,train,2025-01-05T21:41:34.517062
FL2667,TAIL1096,AL4,val,2025-01-06T03:41:29.867963
FL2668,TAIL1096,AL4,test,2025-01-06T15:36:54.773457
FL2669,TAIL1096,AL4,test,2025-01-06T20:21:26.248348
FL2670,TAIL1097,AL1,train,2025-01-01T17:00:00
FL2671,TAIL1097,AL1,train,2025-01-01T23:59:35.715235
FL2672,TAIL1097,AL1,train,2025-01-02T05:33:45.536836
FL2673,TAIL1097,AL1,train,2025-01-02T08:59:51.921071
FL2674,TAIL1097,AL1,train,2025-01-02T20:26:14.331015
FL2675,TAIL1097,AL1,train,2025-01-02T23:07:20.206513
FL2676,TAIL1097,AL1,train,2025-01-03T09:37:58.084878
FL2677,TAIL1097,AL1,train,2025-01-03T15:35:45.925381
FL2678,TAIL1097,AL1,train,2025-01-03T20:44:57.778079
FL2679,TAIL1097,AL1,train,2025-01-04T03:38:31.223804
FL2680,TAIL1097,AL1,train,2025-01-04T12:24:05.319606
FL2681,TAIL1097,AL1,val,2025-01-04T17:26:50.621730
FL2682,TAIL1097,AL1,val,2025-01-04T22:18:05.678736
FL2683,TAIL1097,AL1,test,2025-01-05T12:02:58.050783
FL2684,TAIL1097,AL1,test,2025-01-05T15:38:10.503828
FL2685,TAIL1097,AL1,test,2025-01-05T17:59:46.572216
FL2686,TAIL1097,AL1,test,2025-01-06T02:34:37.788099
FL2687,TAIL1098,AL4,train,2025-01-01T18:00:00
FL2688,TAIL1098,AL4,train,2025-01-01T20:29:12.065373
FL2689,TAIL1098,AL4,train,2025-01-02T02:07:54.073285
FL2690,TAIL1098,AL4,train,2025-01-02T07:51:52.615331
FL2691,TAIL1098,AL4,train,2025-01-02T13:53:28.442469
FL2692,TAIL1098,AL4,train,2025-01-02T21:58:21.900131
FL2693,TAIL1098,AL4,train,2025-01-03T03:13:43.783133
FL2694,TAIL1098,AL4,train,2025-01-03T14:51:40.013323
FL2695,TAIL1098,AL4,train,2025-01-04T03:43:12.744922
FL2696,TAIL1098,AL4,val,2025-01-04T15:11:21.890754
FL2697,TAIL1098,AL4,test,2025-01-04T21:08:52.166165
FL2698,TAIL1098,AL4,test,2025-01-05T00:24:50.650186
FL2699,TAIL1098,AL4,test,2025-01-05T09:09:09.472829
FL2700,TAIL1099,AL1,train,2025-01-02T09:00:00
FL2701,TAIL1099,AL1,train,2025-01-02T20:18:51.360857
FL2702,TAIL1099,AL1,train,2025-01-02T23:27:28.029965
FL2703,TAIL1099,AL1,train,2025-01-03T02:29:53.336386
FL2704,TAIL1099,AL1,train,2025-01-03T10:18:06.891236
FL2705,TAIL1099,AL1,train,2025-01-03T15:39:28.207960
FL2706,TAIL1099,AL1,train,2025-01-04T00:39:20.975583
FL2707,TAIL1099,AL1,train,2025-01-04T04:45:32.852534
FL2708,TAIL1099,AL1,train,2025-01-04T18:33:30.738192
FL2709,TAIL1099,AL1,train,2025-01-05T00:29:16.773980
FL2710,TAIL1099,AL1,train,2025-01-05T06:23:49.797533
FL2711,TAIL1099,AL1,train,2025-01-05T11:17:52.935069
FL2712,TAIL1099,AL1,train,2025-01-05T18:58:23.792444
FL2713,TAIL1099,AL1,train,2025-01-05T21:38:40.147561
FL2714,TAIL1099,AL1,val,2025-01-06T08:21:06.490621
FL2715,TAIL1099,AL1,val,2025-01-06T17:56:05.620692
FL2716,TAIL1099,AL1,val,2025-01-07T00:03:39.301230
FL2717,TAIL1099,AL1,test,2025-01-07T06:20:28.000272
FL2718,TAIL1099,AL1,test,2025-01-07T11:02:56.683874
FL2719,TAIL1099,AL1,test,2025-01-07T17:03:57.025740
FL2720,TAIL1100,AL4,train,2025-01-04T01:00:00
FL2721,TAIL1100,AL4,train,2025-01-04T04:49:43.730522
FL2722,TAIL1100,AL4,train,2025-01-04T11:05:26.735793
FL2723,TAIL1100,AL4,train,2025-01-04T15:04:31.293975
FL2724,TAIL1100,AL4,train,2025-01-04T18:03:45.769693
FL2725,TAIL1100,AL4,train,2025-01-05T00:06:16.382482
FL2726,TAIL1100,AL4,train,2025-01-05T05:26:54.900340
FL2727,TAIL1100,AL4,train,2025-01-05T09:14:27.433558
FL2728,TAIL1100,AL4,train,2025-01-05T17:33:58.524604
FL2729,TAIL1100,AL4,train,2025-01-05T23:50:39.817020
FL2730,TAIL1100,AL4,train,2025-01-06T04:19:47.785556
FL2731,TAIL1100,AL4,val,2025-01-06T10:54:59.737319
FL2732,TAIL1100,AL4,val,2025-01-06T18:39:38.989991
FL2733,TAIL1100,AL4,test,2025-01-07T00:00:31.182418
FL2734,TAIL1100,AL4,test,2025-01-07T09:09:51.719720
FL2735,TAIL1100,AL4,test,2025-01-07T15:21:10.319138
FL2736,TAIL1100,AL4,test,2025-01-07T20:50:17.634181
FL2737,TAIL1101,AL1,train,2025-01-02T15:00:00
FL2738,TAIL1101,AL1,train,2025-01-02T21:35:05.144065
FL2739,TAIL1101,AL1,train,2025-01-03T02:26:13.652647
FL2740,TAIL1101,AL1,train,2025-01-03T07:07:49.713067
FL2741,TAIL1101,AL1,train,2025-01-03T11:40:38.815938
FL2742,TAIL1101,AL1,train,2025-01-03T17:30:32.195514
FL2743,TAIL1101,AL1,train,2025-01-04T00:31:16.905784
FL2744,TAIL1101,AL1,train,2025-01-04T08:31:01.820034
FL2745,TAIL1101,AL1,train,2025-01-04T15:27:57.026420
FL2746,TAIL1101,AL1,train,2025-01-04T20:17:36.523776
FL2747,TAIL1101,AL1,train,2025-01-05T05:15:19.135828
FL2748,TAIL1101,AL1,train,2025-01-05T10:53:49.552038
FL2749,TAIL1101,AL1,train,2025-01-05T18:28:37.463145
FL2750,TAIL1101,AL1,train,2025-01-05T21:47:22.161181
FL2751,TAIL1101,AL1,train,2025-01-06T00:21:34.287565
FL2752,TAIL1101,AL1,train,2025-01-06T02:17:08.378531
FL2753,TAIL1101,AL1,train,2025-01-06T08:44:35.877355
FL2754,TAIL1101,AL1,val,2025-01-06T14:49:28.138613
FL2755,TAIL1101,AL1,val,2025-01-06T19:14:39.598713
FL2756,TAIL1101,AL1,val,2025-01-07T01:38:19.374510
FL2757,TAIL1101,AL1,test,2025-01-07T09:21:37.426839
FL2758,TAIL1101,AL1,test,2025-01-07T12:41:21.961292
FL2759,TAIL1101,AL1,test,2025-01-07T15:08:51.658707
FL2760,TAIL1101,AL1,test,2025-01-08T01:39:01.083110
FL2761,TAIL1101,AL1,test,2025-01-08T07:03:55.459920
FL2762,TAIL1102,AL3,train,2025-01-03T14:00:00
FL2763,TAIL1102,AL3,train,2025-01-03T20:51:42.336214
FL2764,TAIL1102,AL3,train,2025-01-04T06:43:28.498425
FL2765,TAIL1102,AL3,train,2025-01-04T14:49:28.480683
FL2766,TAIL1102,AL3,train,2025-01-05T01:23:09.870954
FL2767,TAIL1102,AL3,train,2025-01-05T13:17:47.823541
FL2768,TAIL1102,AL3,train,2025-01-05T17:46:56.679474
FL2769,TAIL1102,AL3,train,2025-01-05T23:11:29.470937
FL2770,TAIL1102,AL3,train,2025-01-06T04:29:24.894970
FL2771,TAIL1102,AL3,train,2025-01-06T11:13:55.533558
FL2772,TAIL1102,AL3,train,2025-01-06T14:25:46.170090
FL2773,TAIL1102,AL3,train,2025-01-06T21:45:09.058590
FL2774,TAIL1102,AL3,train,2025-01-07T05:05:56.206046
FL2775,TAIL1102,AL3,train,2025-01-07T17:01:48.052015
FL2776,TAIL1102,AL3,train,2025-01-07T21:50:51.434969
FL2777,TAIL1102,AL3,train,2025-01-08T02:21:21.188599
FL2778,TAIL1102,AL3,val,2025-01-08T16:01:52.013350
FL2779,TAIL1102,AL3,val,2025-01-08T19:48:28.055585
FL2780,TAIL1102,AL3,val,2025-01-09T08:19:13.403543
FL2781,TAIL1102,AL3,test,2025-01-09T13:21:12.917431
FL2782,TAIL1102,AL3,test,2025-01-09T21:34:53.285089
FL2783,TAIL1102,AL3,test,2025-01-10T08:10:09.407603
FL2784,TAIL1102,AL3,test,2025-01-10T21:56:11.380174
FL2785,TAIL1102,AL3,test,2025-01-11T02:10:49.322074
FL2786,TAIL1103,AL3,train,2025-01-03T17:00:00
FL2787,TAIL1103,AL3,train,2025-01-03T22:16:56.935001
FL2788,TAIL1103,AL3,train,2025-01-04T09:24:02.097916
FL2789,TAIL1103,AL3,train,2025-01-04T13:26:07.112082
FL2790,TAIL1103,AL3,train,2025-01-05T02:23:49.203315
FL2791,TAIL1103,AL3,train,2025-01-05T06:08:52.094505
FL2792,TAIL1103,AL3,train,2025-01-05T14:49:01.517971
FL2793,TAIL1103,AL3,train,2025-01-06T01:59:55.543485
FL2794,TAIL1103,AL3,train,2025-01-06T13:51:40.704097
FL2795,TAIL1103,AL3,train,2025-01-06T19:48:12.899990
FL2796,TAIL1103,AL3,train,2025-01-07T03:05:32.620764
FL2797,TAIL1103,AL3,train,2025-01-07T08:38:47.521717
FL2798,TAIL1103,AL3,train,2025-01-07T18:11:15.069774
FL2799,TAIL1103,AL3,train,2025-01-08T03:35:19.908000
FL2800,TAIL1103,AL3,val,2025-01-08T13:05:12.834751
FL2801,TAIL1103,AL3,val,2025-01-09T00:13:51.382800
FL2802,TAIL1103,AL3,val,2025-01-09T08:49:48.305780
FL2803,TAIL1103,AL3,test,2025-01-09T12:52:01.292610
FL2804,TAIL1103,AL3,test,2025-01-10T00:33:17.952148
FL2805,TAIL1103,AL3,test,2025-01-10T12:32:37.043735
FL2806,TAIL1103,AL3,test,2025-01-11T00:28:49.168532
FL2807,TAIL1104,AL4,train,2025-01-02T00:00:00
FL2808,TAIL1104,AL4,train,2025-01-02T09:18:54.533154
FL2809,TAIL1104,AL4,train,2025-01-02T15:30:05.222835
FL2810,TAIL1104,AL4,train,2025-01-02T19:55:06.128785
FL2811,TAIL1104,AL4,train,2025-01-03T07:28:09.371172
FL2812,TAIL1104,AL4,train,2025-01-03T12:47:54.269561
FL2813,TAIL1104,AL4,train,2025-01-03T23:07:51.191690
FL2814,TAIL1104,AL4,train,2025-01-04T04:46:11.146974
FL2815,TAIL1104,AL4,train,2025-01-04T15:53:20.072548
FL2816,TAIL1104,AL4,train,2025-01-04T22:20:16.217060
FL2817,TAIL1104,AL4,train,2025-01-05T04:27:00.360396
FL2818,TAIL1104,AL4,train,2025-01-05T09:58:55.382214
FL2819,TAIL1104,AL4,val,2025-01-05T16:30:03.455421
FL2820,TAIL1104,AL4,val,2025-01-06T06:09:58.580239
FL2821,TAIL1104,AL4,test,2025-01-06T13:46:51.017515
FL2822,TAIL1104,AL4,test,2025-01-06T17:59:09.648549
FL2823,TAIL1104,AL4,test,2025-01-07T02:17:35.825288
FL2824,TAIL1104,AL4,test,2025-01-07T14:35:30.424181
FL2825,TAIL1105,AL1,train,2025-01-03T05:00:00
FL2826,TAIL1105,AL1,train,2025-01-03T12:30:55.641602
FL2827,TAIL1105,AL1,train,2025-01-03T18:17:51.862380
FL2828,TAIL1105,AL1,train,2025-01-03T23:57:06.398821
FL2829,TAIL1105,AL1,train,2025-01-04T04:26:10.268568
FL2830,TAIL1105,AL1,train,2025-01-04T10:11:17.034346
FL2831,TAIL1105,AL1,train,2025-01-04T22:50:11.912633
FL2832,TAIL1105,AL1,train,2025-01-05T04:08:29.799654
FL2833,TAIL1105,AL1,train,2025-01-05T07:50:27.008387
FL2834,TAIL1105,AL1,val,2025-01-05T11:49:58.012867
FL2835,TAIL1105,AL1,val,2025-01-05T19:36:00.576179
FL2836,TAIL1105,AL1,test,2025-01-06T01:47:37.548541
FL2837,TAIL1105,AL1,test,2025-01-06T06:14:40.440439
FL2838,TAIL1105,AL1,test,2025-01-06T11:54:02.165791
FL2839,TAIL1106,AL3,train,2025-01-03T03:00:00
FL2840,TAIL1106,AL3,train,2025-01-03T08:51:36.681740
FL2841,TAIL1106,AL3,train,2025-01-03T19:48:54.900391
FL2842,TAIL1106,AL3,train,2025-01-04T02:08:03.758173
FL2843,TAIL1106,AL3,train,2025-01-04T11:50:57.932667
FL2844,TAIL1106,AL3,train,2025-01-04T17:20:32.079007
FL2845,TAIL1106,AL3,train,2025-01-05T00:04:59.862276
FL2846,TAIL1106,AL3,train,2025-01-05T09:19:34.575299
FL2847,TAIL1106,AL3,train,2025-01-05T22:47:50.331982
FL2848,TAIL1106,AL3,val,2025-01-06T07:33:45.526410
FL2849,TAIL1106,AL3,test,2025-01-06T13:09:57.442195
FL2850,TAIL1106,AL3,test,2025-01-06T20:48:43.958256
FL2851,TAIL1106,AL3,test,2025-01-07T00:13:54.769654
FL2852,TAIL1107,AL4,train,2025-01-02T12:00:00
