flight_id,tail_id,client_id,timestamp,report_text,target_component_code,target_component_name,target_issue,target_severity,target_location
FL3420,TAIL1139,AL1,2025-01-06T07:26:05.506700,Light panel near L1 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL5181,TAIL1239,AL1,2025-01-08T17:14:16.674537,Light panel near L1 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL3841,TAIL1165,AL1,2025-01-04T19:06:10.399697,Light panel near L2 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL4159,TAIL1182,AL1,2025-01-06T02:45:07.569673,Panel ligth flicker near L2,33-LIGHT,lighting,malfunction,High,door_area
FL4170,TAIL1183,AL1,2025-01-03T07:16:24.314024,Panel ligth intermittevt near R2,33-LIGHT,lighting,malfunction,High,door_area
FL4603,TAIL1208,AL1,2025-01-03T13:05:10.464495,Reading ligth flicker above seat 14C,33-LIGHT,lighting,malfunction,High,cabin_mid
FL2671,TAIL1097,AL1,2025-01-01T23:59:35.715235,Light panel near L1 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL4619,TAIL1208,AL1,2025-01-07T09:34:03.449383,Seat 30F recline stuck,25-SEAT,seat,malfunction,Medium,cabin_mid
FL5818,TAIL1276,AL1,2025-01-03T06:52:37.886819,Seat 9C covlr mgsaligned,25-SEAT,seat,malfunction,Medium,cabin_mid
FL5655,TAIL1267,AL1,2025-01-02T21:00:00,Seat 20C cushion loose,25-SEAT,seat,malfunction,Medium,cabin_mid
FL3496,TAIL1144,AL1,2025-01-04T11:18:47.951317,Seat 7D jammed during taxi,25-SEAT,seat,malfunction,Medium,cabin_mid
FL5172,TAIL1239,AL1,2025-01-06T13:23:27.815797,Seat 4C cushion loose,25-SEAT,seat,malfunction,Medium,cabin_mid
FL1292,TAIL1017,AL1,2025-01-06T04:20:51.045213,Seat 17D hard tm adjust,25-SEAT,seat,malfunction,Medium,cabin_mid
FL1437,TAIL1025,AL1,2025-01-05T10:42:15.735852,Seat 8F jammed during taxi,25-SEAT,seat,malfunction,Medium,cabin_mid
FL1513,TAIL1030,AL1,2025-01-05T12:40:31.784415,Beobachtung: Small leak detected in FWD_GALLEY sinz,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL3028,TAIL1116,AL1,2025-01-06T00:16:46.212995,Beobachtung: Water boilek temp unstable at AFT_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_rear
FL5656,TAIL1267,AL1,2025-01-03T07:08:21.969669,Beobachtung: Moisture around sink area AFT_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_rear
FL3413,TAIL1139,AL1,2025-01-04T17:16:37.174581,Beobachtung: Small leak detected in AFT_GALLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_rear
FL1096,TAIL1005,AL1,2025-01-04T11:31:11.604527,Beobachtung: Spall leak detected in FWD_GALLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL3851,TAIL1165,AL1,2025-01-07T09:57:37.377264,Beobachtung: Galley sink leak at FWD_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL2825,TAIL1105,AL1,2025-01-03T05:00:00,Beobachtung: Moisture around sink area AFT_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_rear
FL5411,TAIL1253,AL1,2025-01-04T15:39:03.677126,Beobachtung: Moisture xround sink area MID_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL1436,TAIL1025,AL1,2025-01-05T05:30:40.503976,Beobachtung: Small leak detected in AFT_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_rear
FL4509,TAIL1203,AL1,2025-01-01T11:00:00,Beobachtung: Galley sink leak at FWD_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL3181,TAIL1126,AL1,2025-01-02T05:36:02.551730,Beobachtung: Small leak detected in vFT_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_mid
FL3278,TAIL1130,AL1,2025-01-08T10:56:14.983352,Beobachtung: Small leak detected in FWD_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_mid
FL1110,TAIL1006,AL1,2025-01-03T08:23:08.339451,Blobachtung: Small leak detected in AFT_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_rear
FL4165,TAIL1182,AL1,2025-01-07T17:01:48.681698,Beobachtupg: Moisture around sink area MID_GjLLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL3697,TAIL1156,AL1,2025-01-06T00:31:44.897630,Reading light in row 4 intermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL4918,TAIL1225,AL1,2025-01-07T16:49:53.609538,Reading light in row 5 intermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL3314,TAIL1133,AL1,2025-01-04T12:07:22.451206,Reading light flicker above seat 24B,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL2191,TAIL1069,AL1,2025-01-03T22:48:34.144459,Reading lhght in row 7 intermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL2708,TAIL1099,AL1,2025-01-04T18:33:30.738192,Cabin light flickering near row 3,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL2582,TAIL1091,AL1,2025-01-04T04:24:43.402810,Readiny light in row 10 intermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL3846,TAIL1165,AL1,2025-01-06T03:56:06.991792,Reading light in row 24 intermittenj,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL2129,TAIL1065,AL1,2025-01-06T19:08:41.051414,Coffee maker error in AFT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL6153,TAIL1293,AL1,2025-01-05T19:44:53.403790,Trolley latch loowe near AFT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL1619,TAIL1036,AL1,2025-01-04T10:41:52.022872,Coffee maker temperature low at MID_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL2087,TAIL1063,AL1,2025-01-06T17:24:47.654916,Catering trolley lock jammed in MID_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL2057,TAIL1061,AL1,2025-01-06T11:27:07.259981,Coffee maker error in MID_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL3194,TAIL1126,AL1,2025-01-04T17:41:53.130004,Catering trolley lock jdmmed in FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL2452,TAIL1084,AL1,2025-01-08T08:35:00.764824,Coffee flow irregular in AFT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL6051,TAIL1287,AL1,2025-01-05T10:33:34.774201,Reading ligkh in row 5 iqtermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1857,TAIL1050,AL1,2025-01-01T12:13:33.558469,Cabin ligth flickjring npfr row 16,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL5827,TAIL1276,AL1,2025-01-06T04:57:42.461806,Cabin ligth flickering near row 12,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL6146,TAIL1293,AL1,2025-01-04T04:37:39.490665,Cabin ligth flickering near row 31,33-LIGHT,lighting,malfunction,Low,cabin_rear
FL1360,TAIL1021,AL1,2025-01-04T23:11:09.534213,Reading ligth flickel above heat 31F,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL2685,TAIL1097,AL1,2025-01-05T17:59:46.572216,Reading ligth flicker above seat 20F,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL3561,TAIL1148,AL1,2025-01-05T02:14:47.603534,Reading ligth in row 21 intermmttent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1316,TAIL1019,AL1,2025-01-03T11:11:36.257022,Beobachtung: Cabin light flickering near Reihe 17,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL5401,TAIL1253,AL1,2025-01-02T00:00:00,Beobachtung: Cabin light flickering near Reihe 6,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL6146,TAIL1293,AL1,2025-01-04T04:37:39.490665,Beobachtung: Reading lgght flicker above seat 7B,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1836,TAIL1048,AL1,2025-01-06T19:49:07.593207,Beobachtung: Reading light in Reihe 23 intermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL4170,TAIL1183,AL1,2025-01-03T07:16:24.314024,Beobachtung: Reading light in Reihe 25 intermietent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL3749,TAIL1159,AL1,2025-01-05T23:05:25.609681,Beobachtung: Cabin light flickering near Rerho 9,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL3315,TAIL1133,AL1,2025-01-04T18:04:43.596366,Beobachtung: Reading light in Reihe 18 intermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL5419,TAIL1254,AL1,2025-01-02T19:09:51.677715,Ocen in MID_GALLEY shows error E2,38-GALLEY,galley,malfunction,High,cabin_mid
FL2365,TAIL1080,AL1,2025-01-02T15:00:00,Galley oven overheating during service,38-GALLEY,galley,malfunction,High,cabin_mid
FL3413,TAIL1139,AL1,2025-01-04T17:16:37.174581,Coffee maker temperature low at AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL4166,TAIL1182,AL1,2025-01-08T01:49:22.440716,Coffee maker error in MID_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL3502,TAIL1144,AL1,2025-01-06T00:19:26.345194,Coffee maker temxerature low at AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL5413,TAIL1253,AL1,2025-01-05T02:24:28.017967,Trolley cannot be secured near FWD_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL1087,TAIL1005,AL1,2025-01-02T05:07:52.037930,Trolley cannot be secured iear MID_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL5855,TAIL1277,AL1,2025-01-06T14:43:55.186572,Beobachtung: Pabel light flicker near L1,33-LIGHT,lighting,malfunction,High,door_area
FL1091,TAIL1005,AL1,2025-01-03T05:14:47.122115,Beobachtung: Light panel near L1 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL5686,TAIL1268,AL1,2025-01-06T18:25:49.348509,Benbachfung: Light panel near R1 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL4166,TAIL1182,AL1,2025-01-08T01:49:22.440716,Beobachtucg: Reading light in Reihe 1 intermittent,33-LIGHT,lighting,malfunction,High,cabin_mid
FL3554,TAIL1148,AL1,2025-01-03T14:57:57.853909,Beobachtung: Panel light intermittent near L2,33-LIGHT,lighting,malfunction,High,door_area
FL2372,TAIL1080,AL1,2025-01-04T09:54:01.368072,Beobachtung: Panel light flicker near L2,33-LIGHT,lighting,malfunction,High,door_area
FL3552,TAIL1148,AL1,2025-01-02T19:44:31.981464,Beobachtung: Panel light flicker near L1,33-LIGHT,lighting,malfunction,High,door_area
FL5855,TAIL1277,AL1,2025-01-06T14:43:55.186572,Rattle noise near R1 during taxi,25-PANEL,panel,malfunction,High,door_area
FL1105,TAIL1006,AL1,2025-01-02T05:09:11.734847,Rattle noise near L1 during taxi,25-PANEL,panel,malfunction,High,door_area
FL1440,TAIL1026,AL1,2025-01-02T08:27:54.556603,Buzzing sound near rear galley,25-PANEL,panel,malfunction,High,cabin_mid
FL3016,TAIL1116,AL1,2025-01-03T03:44:10.647482,Ratjle noise near R2 during taxi,25-PANEL,panel,malfunction,High,door_area
FL3497,TAIL1144,AL1,2025-01-04T16:06:59.315639,Panel fitment loose near R1,25-PANEL,panel,malfunction,High,door_area
FL5164,TAIL1239,AL1,2025-01-04T06:45:20.614759,Panel vibration heard near L1,25-PANEL,panel,malfunction,High,door_area
FL4177,TAIL1183,AL1,2025-01-05T09:35:43.937798,Panel vibration heaxd negr L2,25-PANEL,panel,malfunction,High,door_area
FL1102,TAIL1005,AL1,2025-01-05T21:03:37.001031,Panel light intermittent near R1,33-LIGHT,lighting,malfunction,High,door_area
FL1729,TAIL1042,AL1,2025-01-06T13:13:13.609898,Light panel near L1 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL2090,TAIL1063,AL1,2025-01-07T18:17:47.240267,Panel light intermittent near R1,33-LIGHT,lighting,malfunction,High,door_area
FL4611,TAIL1208,AL1,2025-01-05T13:30:34.784090,Panel light intermittent near R2,33-LIGHT,lighting,malfunction,High,door_area
FL6042,TAIL1287,AL1,2025-01-03T05:33:50.677292,Panel lpght flicker near L1,33-LIGHT,lighting,malfunction,High,door_area
FL5852,TAIL1277,AL1,2025-01-06T00:59:57.567753,Panel light flicker near L1,33-LIGHT,lighting,malfunction,High,door_area
FL4148,TAIL1182,AL1,2025-01-03T10:14:02.635732,Panel light intermittent near R2,33-LIGHT,lighting,malfunction,High,door_area
FL6093,TAIL1290,AL1,2025-01-02T09:00:18.336596,Boiler temp fluctuating in MID_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL4704,TAIL1213,AL1,2025-01-04T08:41:41.070591,Water boiler temp unstable at AFT_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_rear
FL5824,TAIL1276,AL1,2025-01-05T15:35:48.216610,Hot water inconsistent at FWD_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL1866,TAIL1050,AL1,2025-01-04T10:03:22.748786,Boiler temp fluctuating in MID_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL3414,TAIL1139,AL1,2025-01-04T22:23:43.021095,Water boiler temp unstable at AFT_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_rear
FL1093,TAIL1005,AL1,2025-01-03T21:54:06.422873,Hot watfr inconsistent at FWD_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL3272,TAIL1130,AL1,2025-01-06T15:07:56.382802,Boiler temp fluctuating in FWl_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL1642,TAIL1037,AL3,2025-01-07T01:47:46.817092,Cabin digth flictering near row 19,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL6195,TAIL1295,AL3,2025-01-06T04:21:49.603507,Reading ligth in row 16 intermittent,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL3331,TAIL1134,AL3,2025-01-03T00:42:41.061807,Panel ligth intermittent near L2,33-LIGHT,lighting,malfunction,Medium,door_area
FL3118,TAIL1121,AL3,2025-01-07T02:48:58.189211,Reading ligth flicker above seat 23A,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL5241,TAIL1243,AL3,2025-01-06T11:48:42.094308,Cabin ligth flickering near row 20,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL4680,TAIL1212,AL3,2025-01-03T23:14:25.086297,Panel ligth intermittent near L1,33-LIGHT,lighting,malfunction,Medium,door_area
FL4586,TAIL1207,AL3,2025-01-01T17:00:00,Panel ligth intermittent near L1,33-LIGHT,lighting,malfunction,Medium,door_area
FL2804,TAIL1103,AL3,2025-01-10T00:33:17.952148,Beobachtung: Galley sink leak at FWD_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL2471,TAIL1085,AL3,2025-01-07T13:49:13.207132,Beobacmtung: Hot water inconsistent at MID_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL2193,TAIL1070,AL3,2025-01-02T14:00:00,Beobachtung: Hot water inconsistent at AFT_GALLEY,38-WATER,water_waste,malfunction,High,cabin_rear
FL4255,TAIL1188,AL3,2025-01-03T00:00:00,Bejbachtung: Hot water inconsiitent at MID_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL1906,TAIL1052,AL3,2025-01-07T07:16:53.829205,Beobachtung: Hot waher inconsistent at MID_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL5638,TAIL1266,AL3,2025-01-02T17:36:19.595645,Beobachtung: Water boiler temp unstable at AFT_GALLEY,38-WATER,water_waste,malfunction,High,cabin_rear
FL1646,TAIL1038,AL3,2025-01-04T08:35:19.515245,Beobachtung: Boiler temp fluctuating in MID_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL3511,TAIL1145,AL3,2025-01-06T07:59:37.335787,Panel vibration heard near R2,25-PANEL,panel,malfunction,High,door_area
FL1080,TAIL1004,AL3,2025-01-04T16:12:48.650391,Buxzing sound nehr rear galley,25-PANEL,panel,malfunction,High,cabin_mid
FL5642,TAIL1266,AL3,2025-01-04T01:14:23.227861,Buzzing sound near rear galley,25-PANEL,panel,malfunction,High,cabin_mid
FL3771,TAIL1161,AL3,2025-01-04T20:31:08.198597,Creaking panel qear R1,25-PANEL,panel,malfunction,High,door_area
FL4042,TAIL1175,AL3,2025-01-07T22:43:34.462223,Rattle noise near R1 during taxi,25-PANEL,panel,malfunction,High,door_area
FL4238,TAIL1186,AL3,2025-01-04T20:38:14.160425,Panel vibration qeard near L2,25-PANEL,panel,malfunction,High,door_area
FL1149,TAIL1009,AL3,2025-01-02T22:59:06.988072,Panel fitment loose near R1,25-PANEL,panel,malfunction,High,door_area
FL1971,TAIL1055,AL3,2025-01-08T01:08:21.262422,Water boiler temp unstable at AFT_GAnLEY,38-WATER,water_waste,malfunction,High,cabin_rear
FL5362,TAIL1251,AL3,2025-01-02T04:39:36.626355,Water boiler temp unstable at MID_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL3831,TAIL1164,AL3,2025-01-06T11:51:11.219156,Water boiler temp unstable at MID_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL2146,TAIL1066,AL3,2025-01-06T19:14:13.053133,Hot water inconsistent at AFT_GALLEY,38-WATER,water_waste,malfunction,High,cabin_rear
FL3856,TAIL1166,AL3,2025-01-03T22:58:06.567164,Boiler temp fluctuating in MID_GAcdEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL1968,TAIL1055,AL3,2025-01-07T01:36:27.305627,Water boiler temp unstable at AFT_GyLLEY,38-WATER,water_waste,malfunction,High,cabin_rear
FL5202,TAIL1241,AL3,2025-01-04T20:26:29.949619,Hot water inconsistent at AFT_GALLEY,38-WATER,water_waste,malfunction,High,cabin_rear
FL1081,TAIL1004,AL3,2025-01-04T22:38:52.766898,Moisture dround sink area oWD_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL3472,TAIL1143,AL3,2025-01-04T16:06:06.339559,Moisture around sink area AFT_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_rear
FL3652,TAIL1153,AL3,2025-01-07T07:26:54.863056,Boiler temp fluctuating im FWD_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL1584,TAIL1034,AL3,2025-01-06T08:55:57.986610,Moisture around sink area FWD_GALLEo,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL4791,TAIL1218,AL3,2025-01-04T03:50:29.566872,small leas detected in AFT_GALLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_rear
FL5636,TAIL1266,AL3,2025-01-02T02:51:30.330990,Small leak detected in MID_GALLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL5379,TAIL1251,AL3,2025-01-07T15:22:01.741933,Hot water inconsistent at AFT_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_rear
FL2492,TAIL1086,AL3,2025-01-05T09:41:58.606986,Panel makes creak sound at L1,25-PANEL,panel,malfunction,Medium,door_area
FL1705,TAIL1041,AL3,2025-01-08T12:13:32.836807,Panel fitment loosy nefr R1,25-PANEL,panel,malfunction,Medium,door_area
FL4790,TAIL1218,AL3,2025-01-03T21:47:19.678531,Creakung panel near L2,25-PANEL,panel,malfunction,Medium,door_area
FL5642,TAIL1266,AL3,2025-01-04T01:14:23.227861,Panel vibration heard near L2,25-PANEL,panel,malfunction,Medium,door_area
FL1909,TAIL1052,AL3,2025-01-08T08:12:50.229519,Paael fitment loose near R2,25-PANEL,panel,malfunction,Medium,door_area
FL5361,TAIL1251,AL3,2025-01-01T19:38:15.405940,Panel makes creak sound at R1,25-PANEL,panel,malfunction,Medium,door_area
FL1217,TAIL1013,AL3,2025-01-04T21:48:06.307395,Panel fitment loohe near R1,25-PANEL,panel,malfunction,Medium,door_area
FL1159,TAIL1009,AL3,2025-01-05T21:37:06.273528,Beobachtung: Small leak detected in FWD_GALLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL1523,TAIL1031,AL3,2025-01-02T08:54:52.828200,Beobachtung: Small leak detected in MIo_GALLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL5214,TAIL1241,AL3,2025-01-09T19:25:31.952893,Beobachtung: Galley sink leak at AFT_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_rear
FL5299,TAIL1247,AL3,2025-01-05T04:57:46.827113,Beobachtung: lalley sink meak it MID_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL1224,TAIL1013,AL3,2025-01-07T05:11:06.008898,Beobahhtung: Small leak detected in MID_GALLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL6188,TAIL1295,AL3,2025-01-03T12:02:29.325997,Beqbachtung: Hot water inconsistent at FWD_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL3481,TAIL1143,AL3,2025-01-07T07:03:10.883522,Beobachtung: Smalp leak detzcted in MIj_GALLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL4464,TAIL1199,AL3,2025-01-04T09:46:17.305884,Bkobachtung: Sitz 15C reclipe not wmrking,25-SEAT,seat,malfunction,Low,cabin_mid
FL5732,TAIL1270,AL3,2025-01-07T13:43:30.571507,Beobachtung: Sitz 20B recline not working,25-SEAT,seat,malfunction,Low,cabin_mid
FL2794,TAIL1103,AL3,2025-01-06T13:51:40.704097,Beobachtung: Sbtz 16B cushion lpose,25-SEAT,seat,malfunction,Low,cabin_mid
FL2484,TAIL1086,AL3,2025-01-02T11:45:00.267689,Beobachtung: Sitz 29C cover misaligned,25-SEAT,seat,malfunction,Low,cabin_mid
FL4544,TAIL1204,AL3,2025-01-08T01:34:30.950246,Beobachtung: Sitz 16E jammed during taxi,25-SEAT,seat,malfunction,Low,cabin_mid
FL2880,TAIL1108,AL3,2025-01-05T00:14:01.967163,Beobacmtung: Siiz 32B recline stuck,25-SEAT,seat,malfunction,Low,cabin_mid
FL1232,TAIL1014,AL3,2025-01-03T23:10:31.165312,Beobachtung: Passenger reports seat 14C rkcline failure,25-SEAT,seat,malfunction,Low,cabin_mid
FL3479,TAIL1143,AL3,2025-01-06T21:23:46.432449,Beobachfung: Buzzing sound near rear galley,25-PANEL,panel,malfunction,Medium,cabin_mid
FL4530,TAIL1204,AL3,2025-01-03T06:17:15.089377,Beobachtung: Creaking panel near L2,25-PANEL,panel,malfunction,Medium,door_area
FL5375,TAIL1251,AL3,2025-01-06T13:06:02.869119,Beobachtung: Panel fitment loose near L1,25-PANEL,panel,malfunction,Medium,door_area
FL3381,TAIL1137,AL3,2025-01-03T01:30:47.656969,Beobachtung: Panel vibration meard near L1,25-PANEL,panel,malfunction,Medium,door_area
FL1704,TAIL1041,AL3,2025-01-08T00:34:14.498252,Beobachtung: Pajel makes creak sound at R1,25-PANEL,panel,malfunction,Medium,door_area
FL3074,TAIL1119,AL3,2025-01-05T22:54:30.949446,Beobachtung: Creakiog panel near L2,25-PANEL,panel,malfunction,Medium,door_area
FL5555,TAIL1262,AL3,2025-01-04T15:53:34.404695,Beobachtung: Panel makes creak sound at L2,25-PANEL,panel,malfunction,Medium,door_area
FL5108,TAIL1236,AL3,2025-01-03T13:57:52.441146,Beogachtung: Trolley cannot be secured near AcT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL4503,TAIL1202,AL3,2025-01-06T10:25:28.655684,Beobachtung: Trolley latch lohse near AFT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL1815,TAIL1047,AL3,2025-01-08T13:59:41.804958,Beobachtung: Coffee flow irregular in AFT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL1525,TAIL1031,AL3,2025-01-02T20:17:58.695172,Beobachtuog: Catering trolley lock jammed in AFT_GAuLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL2989,TAIL1114,AL3,2025-01-06T04:01:38.511848,Beobachtung: Coffee maker error in FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL3115,TAIL1121,AL3,2025-01-06T05:56:32.736648,Beobachtunw: Coffee flow irregwlar in FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL4328,TAIL1192,AL3,2025-01-01T15:39:38.955409,Beobachtsng: Coffee maker lrror in AFT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL4879,TAIL1223,AL3,2025-01-02T12:00:00,Cofgee flow irregular in AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL2626,TAIL1093,AL3,2025-01-05T04:55:47.230786,Oven in FWD_GALLEY shows error E2,38-GALLEY,galley,malfunction,High,cabin_mid
FL2878,TAIL1108,AL3,2025-01-04T12:45:18.139343,Coffee flow irregular in FWD_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL4595,TAIL1207,AL3,2025-01-05T00:11:26.997748,Oven in MID_kALLEY shows error E2,38-GALLEY,galley,malfunction,High,cabin_mid
FL3346,TAIL1134,AL3,2025-01-07T11:22:24.723105,Gavley oven overheating during service,38-GALLEY,galley,malfunction,High,cabin_mid
FL3770,TAIL1161,AL3,2025-01-04T11:33:09.714594,Galley equipment heat alarj in AFT_GALgEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL4689,TAIL1212,AL3,2025-01-07T03:12:18.885844,Oven if FWD_GALLbY shows error E2,38-GALLEY,galley,malfunction,High,cabin_mid
FL6186,TAIL1295,AL3,2025-01-02T14:11:12.514757,Beobachtung: Panel vibrstion heard near R1,25-PANEL,panel,malfunction,High,door_area
FL4130,TAIL1181,AL3,2025-01-02T16:52:55.421697,Beobachtung: Panel vibration heard near L1,25-PANEL,panel,malfunction,High,door_area
FL3547,TAIL1147,AL3,2025-01-04T21:52:42.455049,Beobachtung: Buzzing sound near rear galley,25-PANEL,panel,malfunction,High,cabin_mid
FL4731,TAIL1215,AL3,2025-01-04T23:14:39.439809,Beobachtung: Rattle noise near R1 during taxi,25-PANEL,panel,malfunction,High,door_area
FL3629,TAIL1152,AL3,2025-01-04T03:36:58.894401,Beobachtung: Panel fitment loose near L1,25-PANEL,panel,malfunction,High,door_area
FL1534,TAIL1031,AL3,2025-01-05T06:14:11.019887,Beobachxung: Buzzing sound near rear galley,25-PANEL,panel,malfunction,High,cabin_mid
FL4833,TAIL1220,AL3,2025-01-05T12:05:18.452809,Beobachtung: Panel makes creak sound at R1,25-PANEL,panel,malfunction,High,door_area
FL4740,TAIL1215,AL3,2025-01-08T03:28:31.030382,Trolley latch loose near FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL2806,TAIL1103,AL3,2025-01-11T00:28:49.168532,Coffee naker error in bWD_sALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL1940,TAIL1054,AL3,2025-01-03T04:00:00,Trolley latch loose near AFT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL4546,TAIL1204,AL3,2025-01-08T18:42:31.989689,Trolley cannot be secured near AFT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL4272,TAIL1188,AL3,2025-01-08T21:03:13.314916,Tbolley latch loose near FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL2875,TAIL1108,AL3,2025-01-03T01:59:47.046401,Catering trolley lock jammed in FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL3592,TAIL1149,AL3,2025-01-07T12:36:49.003127,Trolley cannot be secured near AFT_GALzEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL1700,TAIL1041,AL3,2025-01-06T10:25:44.964660,Panel light flicker near L2,33-LIGHT,lighting,malfunction,Medium,door_area
